Fecha y hora,"Departamento","Localidad","Jurisdiccion ","Tipo de Siniestro","Vehiculo","Rol",Edad,"Sexo",Fallecido a los Dias,"Otro vehiculo","Lugar del Siniestro","X","Y"
12/03/2017 20:00:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",27,"M",0,"AUTO","RUTA 1 KM 9,100","566599.16","6143085"
12/03/2017 19:34:00,"CANELONES","CIUDAD DE LA COSTA","NACIONAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",75,"F",3,"MOTO","CAMINO CARRASCO Y GRAÑA","586244.55031782","6141668.65384276"
12/03/2017 20:40:00,"CANELONES","LAS BRUJAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",28,"M",0,"MOTO","RUTA 48 KM 3,300","557375.74","6162879.82"
12/03/2017 20:40:00,"CANELONES","LAS BRUJAS","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",23,"M",1,"MOTO","RUTA 48 KM 3,300","557375.74","6162879.82"
13/03/2017 23:05:00,"CANELONES","PASO DE APACHE","DEPARTAMENTAL","DESPISTE","AUTO","CONDUCTOR",67,"M",1,,"RUTA 5 VIEJA KM. 57,000","565835.0103","6189993.6627"
13/03/2017 20:37:00,"CANELONES","CIUDAD DE LA COSTA","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","CONDUCTOR",66,"M",0,"CAMIONETA","RAMBLA COSTANERA Esq. AMELIA RAMIREZ","597500.7087532","6145881.09404681"
14/03/2017 11:39:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",69,"M",0,"OMNIBUS","Rambla Del Peru Esq. Juan María Pérez","577743.8887","6135697.6519"
16/03/2017 13:05:00,"SALTO","SALTO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",19,"M",0,"CAMION","calle UNO y AVENIDA APOLON","413172.4893","6527808.8987"
18/03/2017 13:58:00,"CANELONES","LAS PIEDRAS","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",27,"M",1,"AUTO","Dr. LUIS BATLLE BERRES Esq. Av. GENERAL FLORES","570715.0041","6156813.3321"
18/03/2017 18:25:00,"CANELONES","SAUCE","DEPARTAMENTAL","ATROPELLO DE PEATÓN","PEATÓN","PEATÓN",28,"F",1,"AUTO","CAMINO AL PARQUE BONOMI","585546.04892082","6167425.36368951"
20/03/2017 14:53:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",23,"M",6,"CAMION","CAMINO MALDONADO Esq. Aries","582132.2624","6146071.7905"
21/03/2017 13:00:00,"MALDONADO","PUNTA DEL ESTE","DEPARTAMENTAL","DESPISTE","MOTO","CONDUCTOR",18,"M",5,,"MAR Esq. DELICIAS","688692.5334","6132524.7937"
24/03/2017 19:06:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","PASAJERO",21,"F",0,"AUTO","RUTA DE ACCESO KM. 3500","570092.23467986","6140876.48975843"
24/03/2017 18:40:00,"MONTEVIDEO","MONTEVIDEO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",1,"MOTO","EMILIO ZOLA Esq. SALUSTIO","577223.8675","6144296.0954"
24/03/2017 19:08:00,"MONTEVIDEO","MONTEVIDEO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",20,"M",0,"CAMIONETA","RUTA 8 KM 18000","585217.24","6149707.07"
24/03/2017 21:12:00,"MALDONADO","MALDONADO","NACIONAL","COLISIÓN ENTRE VEHÍCULOS","AUTO","PASAJERO",19,"F",0,"CAMIONETA","RUTA 9 KM 123,700","677696.17","6154814.62"
24/03/2017 21:40:00,"CANELONES","CANELONES","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",51,"M",1,"CAMIONETA","Cno. los Horneros entrada barrio carmel","593534.10031359","6150000.39967292"
25/03/2017 18:45:00,"CERRO LARGO","MELO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",15,"M",0,"MOTO","Continuación Batlle y Ordoñez y Antonio Larrañaga","767780.86998234","6414858.8909809"
25/03/2017 18:45:00,"CERRO LARGO","MELO","DEPARTAMENTAL","COLISIÓN ENTRE VEHÍCULOS","MOTO","CONDUCTOR",16,"M",1,"MOTO","Continuación Batlle y Ordoñez y Antonio Larrañaga","767780.86998234","6414858.8909809"
25/03/2017 22:00:00,"SAN JOSE","SAN JOSE","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",88,"F",0,,"RUTA 1 KM 88,000","506278.43","6188822.86"
26/03/2017 15:30:00,"ROCHA","ROCHA","NACIONAL","DESPISTE","CAMIONETA","PASAJERO",11,"M",0,,"ruta 19 km 36,400","800049.74251154","6278695.04872888"
